pair_id,group,class_label,distance,split_a,split_b,filename_a,filename_b,filepath_a,filepath_b,index_a,index_b,git_commit,split_csv_sha256,d1_phash_sha256,seed
PAIR_57,crossing,notumor,6,test,train,Tr-no_804.jpg,Tr-no_1062.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_804.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1062.jpg,364,5308,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_58,crossing,pituitary,6,test,train,Tr-pi_874.jpg,Te-pi_65.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_874.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_65.jpg,2468,4904,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_59,crossing,meningioma,6,train,test,Tr-me_831.jpg,Tr-me_769.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_831.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_769.jpg,1900,2140,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_60,crossing,meningioma,6,test,train,Tr-me_359.jpg,Tr-me_668.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_359.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_668.jpg,2894,5903,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_61,same_split,glioma,6,train,train,Tr-gl_297.jpg,Tr-gl_1367.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_297.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1367.jpg,898,6739,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_62,same_split,pituitary,6,train,train,Tr-pi_640.jpg,Tr-pi_1079.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_640.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_1079.jpg,3556,6314,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_63,same_split,meningioma,6,train,train,Tr-me_527.jpg,Tr-me_708.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_527.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_708.jpg,4234,4369,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_64,crossing,meningioma,6,train,test,Tr-me_39.jpg,Tr-me_931.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_39.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_931.jpg,6474,6565,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_65,crossing,meningioma,6,test,train,Te-me_28.jpg,Tr-me_718.jpg,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-me_28.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_718.jpg,4072,6797,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_66,crossing,notumor,6,test,train,Te-no_367.jpg,Te-no_361.jpg,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_367.jpg,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_361.jpg,1899,3320,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_67,crossing,glioma,6,train,test,Tr-gl_1301.jpg,Tr-gl_303.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1301.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_303.jpg,5446,6771,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_68,crossing,meningioma,6,test,train,Tr-aug-me_50.jpg,Tr-me_1147.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-aug-me_50.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_1147.jpg,5109,5573,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_69,same_split,pituitary,6,train,train,Tr-pi_156.jpg,Tr-pi_86.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_156.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_86.jpg,2370,2443,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_70,same_split,notumor,6,train,train,Tr-no_633.jpg,Te-no_400.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_633.jpg,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_400.jpg,2165,4045,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_71,same_split,notumor,6,train,train,Tr-no_1211.jpg,Te-no_223.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1211.jpg,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_223.jpg,136,3610,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_72,same_split,pituitary,6,train,train,Te-pi_110.jpg,Te-pi_380.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_110.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_380.jpg,2388,3168,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_73,crossing,pituitary,6,train,test,Tr-pi_1353.jpg,Te-pi_300.jpg,data/raw/D1_nickparvar_kaggle/Training/pituitary/Tr-pi_1353.jpg,data/raw/D1_nickparvar_kaggle/Testing/pituitary/Te-pi_300.jpg,1637,2252,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_74,same_split,notumor,6,train,train,Tr-no_223.jpg,Tr-no_716.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_223.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_716.jpg,1673,4465,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_75,same_split,notumor,6,train,train,Tr-no_1353.jpg,Te-no_100.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1353.jpg,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_100.jpg,733,5442,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_76,crossing,notumor,6,test,train,Tr-no_870.jpg,Te-no_140.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_870.jpg,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_140.jpg,144,353,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_77,crossing,meningioma,6,test,train,Te-aug-me_94.jpg,Tr-me_297.jpg,data/raw/D1_nickparvar_kaggle/Testing/meningioma/Te-aug-me_94.jpg,data/raw/D1_nickparvar_kaggle/Training/meningioma/Tr-me_297.jpg,1481,2762,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_78,same_split,notumor,6,train,train,Tr-no_682.jpg,Te-no_160.jpg,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_682.jpg,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_160.jpg,2276,5863,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_79,same_split,glioma,6,train,train,Tr-gl_1373.jpg,Tr-gl_1011.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1373.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1011.jpg,5350,6381,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
PAIR_80,crossing,glioma,6,test,train,Tr-gl_1385.jpg,Tr-gl_1358.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1385.jpg,data/raw/D1_nickparvar_kaggle/Training/glioma/Tr-gl_1358.jpg,5118,6288,83a30618925862cd96dbe65c50f76a3c04ae7d98,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,a8d581c6b5edd3136e6661973179e6688591bade6121156ccd0a1b2a6bff2be8,42
