n_zero,frac_zero,max_intensity,bbox_aspect,bbox_fill,width,height,empty_mask,filepath,class_label,label_index,assigned_split
7,0.00013926468247652394,255,1.2261306532663316,0.5716698245324986,206,244,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_556.jpg,notumor,2,train
36,0.0007162183670221232,255,1.22,0.5689139344262295,206,244,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_739.jpg,notumor,2,train
11,0.00021884450103453764,221,1.2261306532663316,0.06046626575500453,206,244,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1155.jpg,notumor,2,train
7,0.00013926468247652394,223,1.2261306532663316,0.06087816129829475,206,244,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1263.jpg,notumor,2,train
9,0.0001790545917555308,255,1.2261306532663316,0.5698986736963506,206,244,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_188.jpg,notumor,2,train
2669,0.05311442786069652,255,1.2620320855614973,0.7118870660745038,201,250,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1192.jpg,notumor,2,train
2819,0.05609950248756219,254,1.2648648648648648,0.25165165165165165,201,250,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1361.jpg,notumor,2,train
2779,0.055303482587064676,255,1.2620320855614973,0.7103688933200398,201,250,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_902.jpg,notumor,2,train
2951,0.05872636815920398,255,1.2648648648648648,0.25063525063525066,201,250,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_87.jpg,notumor,2,train
2905,0.05781094527363184,255,1.2594594594594595,0.2520821250434984,201,250,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_292.jpg,notumor,2,train
2626,0.05225870646766169,255,1.2566844919786095,0.7132779610877233,201,250,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1122.jpg,notumor,2,train
4678,0.09309452736318408,255,1.2578947368421052,0.6217573221757322,201,250,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_961.jpg,notumor,2,train
932,0.018496467412876083,246,1.3466666666666667,0.1471947194719472,228,221,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_838.jpg,notumor,2,train
3120,0.06191950464396285,255,1.3421052631578947,0.22816692466460267,228,221,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1093.jpg,notumor,2,train
862,0.017107247757402556,242,1.3466666666666667,0.14574257425742573,228,221,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_133.jpg,notumor,2,train
627,0.012443438914027148,245,1.3557046979865772,0.14602299156090107,228,221,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_60.jpg,notumor,2,train
1312,0.026037945542589504,255,1.3421052631578947,0.5181888544891641,228,221,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_491.jpg,notumor,2,train
777,0.015420338175756132,255,1.3421052631578947,0.5188015995872033,228,221,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_17.jpg,notumor,2,train
299,0.005933952528379773,255,1.3421052631578947,0.5183501031991744,228,221,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_991.jpg,notumor,2,train
6973,0.1891547309027778,255,1.3389830508474576,0.38452048916541515,192,192,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_623.jpg,notumor,2,train
7036,0.1908637152777778,255,1.353448275862069,0.07434658466944871,192,192,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_195.jpg,notumor,2,train
20684,0.5610894097222222,255,1.3389830508474576,0.6012658227848101,192,192,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_367.jpg,notumor,2,train
6983,0.1894259982638889,255,1.353448275862069,0.07511530858774434,192,192,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1088.jpg,notumor,2,train
7105,0.19273546006944445,255,1.3389830508474576,0.3861832224844454,192,192,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_526.jpg,notumor,2,train
6992,0.1896701388888889,255,1.3389830508474576,0.3843059429307016,192,192,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1198.jpg,notumor,2,train
20973,0.5689290364583334,255,1.3389830508474576,0.6056640205964385,192,192,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_287.jpg,notumor,2,train
24379,0.48424837120610204,255,1.1643835616438356,0.4610394842868654,232,217,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_792.jpg,notumor,2,train
22793,0.45274511361830605,255,1.1379310344827587,0.5738349007314525,232,217,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_250.jpg,notumor,2,train
22572,0.4483553154298427,255,1.2196969696969697,0.22986071899115376,232,217,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_346.jpg,notumor,2,train
24651,0.4896511997457492,255,1.1527777777777777,0.2637215528781794,232,217,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_431.jpg,notumor,2,train
22593,0.4487724455744478,255,1.2196969696969697,0.22990777338603424,232,217,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_286.jpg,notumor,2,train
22926,0.4553869378674718,255,1.2105263157894737,0.22878625134264233,232,217,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_444.jpg,notumor,2,train
22461,0.44615048466550133,255,1.1310344827586207,0.5761564339781329,232,217,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_501.jpg,notumor,2,train
5301,0.10536672629695885,255,1.375,0.31570810142238714,215,234,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1278.jpg,notumor,2,train
2113,0.04199960246471875,255,1.3841463414634145,0.2699043730525411,215,234,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1399.jpg,notumor,2,train
1983,0.03941562313655337,255,1.377245508982036,0.5822442072376985,215,234,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_953.jpg,notumor,2,train
2053,0.04080699662095011,255,1.3841463414634145,0.2704684645965402,215,234,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_199.jpg,notumor,2,train
5184,0.10304114490161002,255,1.32,0.5094372294372295,215,234,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1324.jpg,notumor,2,train
2275,0.04521963824289406,255,1.377245508982036,0.5823223118979433,215,234,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_54.jpg,notumor,2,train
2176,0.04325183860067581,255,1.396341463414634,0.267813398658004,215,234,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_370.jpg,notumor,2,train
1187,0.02357122999324834,255,1.1147540983606556,0.4206846673095468,218,231,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_387.jpg,notumor,2,train
1125,0.02234004527582509,255,1.1147540983606556,0.41996142719382834,218,231,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1396.jpg,notumor,2,train
1070,0.02124786528456253,255,1.1141304347826086,0.6546924708377518,218,231,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_947.jpg,notumor,2,train
3755,0.07456610667619842,255,1.125,0.40214765805503044,218,231,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_922.jpg,notumor,2,train
3902,0.0774852059255729,255,1.1513513513513514,0.5934779850272808,218,231,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_395.jpg,notumor,2,train
1355,0.026907343421104887,255,1.1147540983606556,0.422854387656702,218,231,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_176.jpg,notumor,2,train
1031,0.02047341038166726,255,1.1141304347826086,0.6555408271474019,218,231,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_276.jpg,notumor,2,train
118,0.0005880359598939542,255,1.0509259259259258,0.26988497307880566,442,454,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1168.jpg,notumor,2,train
97,0.00048338549245519963,255,1.048498845265589,0.26995859234314434,442,454,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_343.jpg,notumor,2,train
62,0.00030896804672394206,255,1.0460829493087558,0.4081741407661544,442,454,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1314.jpg,notumor,2,train
10941,0.05452289353559112,255,1.0318181818181817,0.41162895474569483,442,454,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_49.jpg,notumor,2,train
91,0.00045348535890126976,255,1.0460829493087558,0.4082857954891492,442,454,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_316.jpg,notumor,2,train
10590,0.052773735722686226,255,1.0460829493087558,0.2511825250208084,442,454,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1013.jpg,notumor,2,train
46,0.0002292343572467957,255,1.0460829493087558,0.2703769869465478,442,454,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_572.jpg,notumor,2,train
22916,0.4546825396825397,255,1.1283783783783783,0.285806764848681,300,168,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_548.jpg,notumor,2,train
98794,0.4262735047160449,255,1.128125,0.565148891966759,642,361,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1017.jpg,notumor,2,train
22088,0.43825396825396823,255,1.12,0.5638095238095238,300,168,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_146.jpg,notumor,2,train
21832,0.43317460317460316,255,1.1283783783783783,0.16693639747531963,300,168,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_621.jpg,notumor,2,train
100122,0.43200352085328914,255,1.128125,0.5653653047091413,642,361,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_83.jpg,notumor,2,train
98894,0.4267049818348133,253,1.1329113924050633,0.16658121773566226,642,361,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_210.jpg,notumor,2,train
1511,0.029846913580246912,255,1.3265306122448979,0.5368567939996511,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1157.jpg,notumor,2,train
1799,0.035535802469135805,255,1.3333333333333333,0.532555879494655,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_631.jpg,notumor,2,train
1725,0.034074074074074076,255,1.3265306122448979,0.16675388103959532,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_305.jpg,notumor,2,train
1861,0.03676049382716049,255,1.3265306122448979,0.5320774463631607,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_257.jpg,notumor,2,train
1595,0.03150617283950617,255,1.3265306122448979,0.16769579626722483,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_15.jpg,notumor,2,train
1596,0.03152592592592592,255,1.3265306122448979,0.1664050235478807,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_309.jpg,notumor,2,train
18330,0.3640950262196091,255,1.1676646706586826,0.5667127283893751,232,217,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1126.jpg,notumor,2,train
18799,0.3734109327824567,255,1.1676646706586826,0.5668048518347919,232,217,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_694.jpg,notumor,2,train
17414,0.34590020657873827,255,1.1676646706586826,0.5663135267925687,232,217,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_14.jpg,notumor,2,train
17768,0.3529318290163674,255,1.1676646706586826,0.566067864271457,232,217,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_878.jpg,notumor,2,train
19822,0.39373112982679165,255,1.1470588235294117,0.49653092006033184,232,217,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_4.jpg,notumor,2,train
18215,0.36181074209439057,255,1.1676646706586826,0.5667127283893751,232,217,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_222.jpg,notumor,2,train
393,0.007797619047619048,255,1.2626262626262625,0.35838383838383836,200,252,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1281.jpg,notumor,2,train
375,0.00744047619047619,255,1.2626262626262625,0.5938787878787879,200,252,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_805.jpg,notumor,2,train
391,0.007757936507936508,255,1.2626262626262625,0.35858585858585856,200,252,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1002.jpg,notumor,2,train
4467,0.08863095238095238,255,1.2626262626262625,0.566969696969697,200,252,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1147.jpg,notumor,2,train
385,0.007638888888888889,255,1.2626262626262625,0.3587070707070707,200,252,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1306.jpg,notumor,2,train
417,0.008273809523809524,255,1.2626262626262625,0.3583636363636364,200,252,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_332.jpg,notumor,2,train
27638,0.549190263288624,255,1.1805555555555556,0.4409313725490196,275,183,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_384.jpg,notumor,2,train
28521,0.5667362146050671,255,1.1875,0.42178362573099415,275,183,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1005.jpg,notumor,2,train
67920,0.5775510204081633,255,1.1917808219178083,0.44493430605853845,420,280,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_392.jpg,notumor,2,train
69344,0.5896598639455782,255,1.1917808219178083,0.4461414650361273,420,280,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_566.jpg,notumor,2,train
27271,0.5418976651763537,255,1.1875,0.7441926575698505,275,183,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_110.jpg,notumor,2,train
27783,0.5520715350223547,255,1.1805555555555556,0.44133986928104574,275,183,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_6.jpg,notumor,2,train
18562,0.3666567901234568,255,1.0,0.3672691358024691,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_208.jpg,notumor,2,train
19996,0.39498271604938273,255,1.0,0.07243456790123456,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_103.jpg,notumor,2,train
19756,0.39024197530864196,255,1.0,0.07279012345679012,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_384.jpg,notumor,2,train
18337,0.36221234567901234,255,1.0,0.36634074074074074,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1236.jpg,notumor,2,train
21133,0.41744197530864197,255,1.0,0.36809876543209874,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_382.jpg,notumor,2,train
22119,0.43691851851851854,255,1.0,0.07168395061728396,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_868.jpg,notumor,2,train
12140,0.23980246913580247,243,1.1572327044025157,0.08767432321575061,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_209.jpg,notumor,2,train
11885,0.23476543209876544,255,1.16875,0.3915106951871658,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1071.jpg,notumor,2,train
12041,0.23784691358024693,255,1.16875,0.3915775401069519,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_113.jpg,notumor,2,train
12128,0.23956543209876544,240,1.1572327044025157,0.08743505605687722,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1124.jpg,notumor,2,train
12286,0.2426864197530864,255,1.1625,0.3953965053763441,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_334.jpg,notumor,2,train
12080,0.2386172839506173,255,1.1625,0.3940188172043011,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1138.jpg,notumor,2,train
14402,0.2863163754199718,237,1.247191011235955,0.5384401255187772,207,243,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_317.jpg,notumor,2,train
17161,0.3411661795988151,255,1.2444444444444445,0.4766121031746032,207,243,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_466.jpg,notumor,2,train
17566,0.3492177093894754,255,1.2444444444444445,0.4760168650793651,207,243,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1189.jpg,notumor,2,train
15060,0.29939762628973576,237,1.247191011235955,0.5377568579815771,207,243,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1237.jpg,notumor,2,train
14679,0.29182322419037393,237,1.247191011235955,0.5391740054661402,207,243,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_882.jpg,notumor,2,train
15333,0.3048249537782549,239,1.247191011235955,0.5376303269561696,207,243,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1095.jpg,notumor,2,train
169,0.0026056120875732345,236,1.1978609625668448,0.43060064935064934,230,282,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_141.jpg,notumor,2,train
176,0.002713536848596978,235,1.1914893617021276,0.42816774316109424,230,282,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1125.jpg,notumor,2,train
3367,0.0519118100524206,255,1.16751269035533,0.6129993378945046,230,282,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_483.jpg,notumor,2,train
3445,0.05311440024668517,255,1.1914893617021276,0.41976158814589665,230,282,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_934.jpg,notumor,2,train
15,0.00023126734505087883,235,1.1978609625668448,0.43091100076394195,230,282,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_993.jpg,notumor,2,train
126,0.0019426456984273821,255,1.1914893617021276,0.7273461246200608,230,282,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_860.jpg,notumor,2,train
3213,0.06368555628233336,255,1.1989795918367347,0.3868215371254885,201,251,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_972.jpg,notumor,2,train
34,0.000673921230500882,255,1.2061855670103092,0.36448145211031807,201,251,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1082.jpg,notumor,2,train
39,0.0007730272938098353,255,1.2061855670103092,0.3643052251299674,201,251,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1061.jpg,notumor,2,train
50,0.0009910606330895324,255,1.2061855670103092,0.36404088465944134,201,251,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_340.jpg,notumor,2,train
69,0.0013676636736635547,255,1.2,0.3613193074731536,201,251,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_855.jpg,notumor,2,train
86,0.0017046242889139957,255,1.2,0.3605741836511067,201,251,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_324.jpg,notumor,2,train
29102,0.14005351505351504,255,0.9522727272727273,0.33822955087871553,468,444,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_85.jpg,notumor,2,train
10066,0.048442673442673445,255,1.2861538461538462,0.49725432462274566,468,444,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_138.jpg,notumor,2,train
11682,0.05621968121968122,255,1.295031055900621,0.08189225017501527,468,444,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_338.jpg,notumor,2,train
11446,0.05508393008393008,255,1.2861538461538462,0.4965182186234818,468,444,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1049.jpg,notumor,2,train
12151,0.05847674597674598,255,1.2990654205607477,0.08213242490120054,468,444,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_875.jpg,notumor,2,train
27213,0.13096269346269346,255,1.2941176470588236,0.11053668508450976,468,444,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1210.jpg,notumor,2,train
19593,0.3870222222222222,255,1.0,0.36780246913580245,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_282.jpg,notumor,2,train
19951,0.39409382716049385,255,1.0,0.36677530864197533,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1294.jpg,notumor,2,train
20151,0.3980444444444444,255,1.0,0.07198024691358025,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1058.jpg,notumor,2,train
20351,0.40199506172839505,255,1.0,0.07215802469135803,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1207.jpg,notumor,2,train
19859,0.39227654320987654,255,1.0,0.3669728395061728,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_57.jpg,notumor,2,train
19332,0.3818666666666667,255,1.0,0.3666567901234568,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_326.jpg,notumor,2,train
734,0.014566960387393824,255,1.3421052631578947,0.5190918472652218,228,221,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_615.jpg,notumor,2,train
1124,0.02230689846788918,255,1.3421052631578947,0.5188338493292054,228,221,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_313.jpg,notumor,2,train
1159,0.023001508295625944,250,1.3466666666666667,0.14623762376237623,228,221,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_549.jpg,notumor,2,train
987,0.019587997142176707,255,1.3466666666666667,0.146996699669967,228,221,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_32.jpg,notumor,2,train
4017,0.07972136222910217,255,1.3509933774834437,0.23954681210232437,228,221,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1258.jpg,notumor,2,train
691,0.013713582599031516,247,1.3466666666666667,0.14603960396039603,228,221,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_155.jpg,notumor,2,train
67892,0.577312925170068,255,1.1863636363636363,0.7426680599094392,420,280,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_355.jpg,notumor,2,train
69318,0.5894387755102041,255,1.1972477064220184,0.44718619283630356,420,280,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_177.jpg,notumor,2,train
27824,0.5528862394436165,255,1.1888111888111887,0.4437268613739202,275,183,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_80.jpg,notumor,2,train
27714,0.5507004470938898,255,1.1888111888111887,0.4458658988070753,275,183,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_361.jpg,notumor,2,train
67958,0.577874149659864,255,1.1917808219178083,0.445144246750293,420,280,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_888.jpg,notumor,2,train
68171,0.5796853741496598,255,1.1917808219178083,0.44411203834916635,420,280,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_111.jpg,notumor,2,train
46594,0.11739480977576215,255,1.2206896551724138,0.06715154663722753,630,630,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_256.jpg,notumor,2,train
5214,0.1029925925925926,228,1.2179487179487178,0.0671727395411606,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1035.jpg,notumor,2,train
46195,0.11638951877047116,255,1.2206896551724138,0.0675541701842111,630,630,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_320.jpg,notumor,2,train
45980,0.11584782060972537,255,1.2206896551724138,0.06720349806264476,630,630,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_128.jpg,notumor,2,train
5253,0.10376296296296296,232,1.2179487179487178,0.06761133603238867,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_211.jpg,notumor,2,train
55155,0.13896447467876039,255,1.2136363636363636,0.09373510384746339,630,630,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_177.jpg,notumor,2,train
11076,0.2187851851851852,255,1.2483660130718954,0.4246312835780036,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_386.jpg,notumor,2,train
11274,0.2226962962962963,255,1.2483660130718954,0.4242890873626938,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_347.jpg,notumor,2,train
27909,0.22782857142857144,255,1.2573839662447257,0.4234417919746269,350,350,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_365.jpg,notumor,2,train
11058,0.21842962962962964,255,1.2483660130718954,0.42404955001197686,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1203.jpg,notumor,2,train
11225,0.2217283950617284,255,1.2483660130718954,0.4244601854703487,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_134.jpg,notumor,2,train
11272,0.2226567901234568,255,1.261437908496732,0.4197907142131464,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_58.jpg,notumor,2,train
16385,0.3112060778727445,183,1.101010101010101,0.06419701603187841,234,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1149.jpg,notumor,2,train
17286,0.32404161589652264,183,1.1065989847715736,0.06449960415405392,235,227,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_822.jpg,notumor,2,train
16906,0.3155281821575215,183,1.101010101010101,0.06419701603187841,235,228,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_684.jpg,notumor,2,train
17122,0.3182054713053821,183,0.923728813559322,0.05387964546726792,236,228,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_579.jpg,notumor,2,train
17662,0.32819845767908573,183,1.1065989847715736,0.06449960415405392,235,229,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1378.jpg,notumor,2,train
17662,0.32819845767908573,183,1.1065989847715736,0.06449960415405392,235,229,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_534.jpg,notumor,2,train
170,0.00042831947593852354,255,1.3182897862232779,0.2697395733025187,630,630,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1364.jpg,notumor,2,train
148,0.0003728898966994205,255,1.3182897862232779,0.26918747726348674,630,630,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_799.jpg,notumor,2,train
361,0.007130864197530864,255,1.3112582781456954,0.2747006488728343,225,225,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_50.jpg,notumor,2,train
377,0.007446913580246913,255,1.3178807947019868,0.27232187427202237,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_242.jpg,notumor,2,train
386,0.007624691358024692,255,1.3178807947019868,0.2752837032846351,225,225,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_266.jpg,notumor,2,train
211,0.0005316200554295792,255,1.3182897862232779,0.2697994907021035,630,630,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_876.jpg,notumor,2,train
48,0.0009549578226961642,255,1.2261306532663316,0.571566850646676,206,244,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_396.jpg,notumor,2,train
13,0.00025863441031354447,228,1.2261306532663316,0.06079578218963671,206,244,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_193.jpg,notumor,2,train
172,0.0034219321979945885,224,1.2261306532663316,0.060754592635307685,206,244,False,data/raw/D1_nickparvar_kaggle/Testing/notumor/Te-no_239.jpg,notumor,2,train
15380,0.3059844023555626,255,1.2261306532663316,0.344818354065409,206,244,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_256.jpg,notumor,2,train
115,0.0022879197835428936,219,1.2261306532663316,0.06048686053216904,206,244,False,data/raw/D1_nickparvar_kaggle/Training/notumor/Tr-no_1387.jpg,notumor,2,train
